363.81908769284183,363.8199977082941,363.8213550021371,363.8233781482425,363.8263909914747,363.830871488767,363.8375209880215,363.84735986756465,363.8618539992684
363.82662813993716,363.8279189338693,363.82984297273975,363.83270826211555,363.8369694068132,363.8432935447599,363.8526514129618,363.8664378703637,363.8866205314721
363.85493376235473,363.8565600588458,363.8589827618449,363.8625875042126,363.86794138858966,363.8758721503196,363.8875746232156,363.90474565966446,363.9297383380617
363.90273373035825,363.9046785887345,363.9075740930768,363.9118784369018,363.9182629011759,363.92770185516457,363.9415903739038,363.96188624936195,363.99125813117587
363.9705757044658,363.9727746373584,363.9760466660368,363.9809069113557,363.98810758512064,363.99873526800013,364.0143347415776,364.0370517853567,364.06976863441616
364.0556643225891,364.058021773868,364.06152835965315,364.0667341229224,364.07444041493244,364.0858008724645,364.1024475060926,364.12663111566405,364.161344392554
364.15307726494405,364.1554948144617,364.1590901036477,364.1644260441634,364.17232177085543,364.183954489518,364.20098538266353,364.22569724410835,364.26110986876483
364.25765710651456,364.26005520845456,364.26362147000367,364.2689140978653,364.27674523350385,364.2882817248852,364.3051695137876,364.32966923495405,364.36476914661336
364.373150201009,364.3754965927032,364.3789860630554,364.38416496326585,364.39182833880125,364.4031187988695,364.41964876618886,364.44363418750333,364.4780068422316
364.49119099171867,364.4934433660044,364.4967934369501,364.5017663669182,364.509126957669,364.5199756003201,364.53586771063306,364.5589460036674,364.5920550532855
364.61653480964793,364.61867704321645,364.6218638005439,364.62659540849575,364.6336012109852,364.64393208672544,364.65907657320685,364.6810914603403,364.7127190609528
364.7404682461278,364.7424840856468,364.7454834234292,364.74993807717016,364.75653668349446,364.7662732745246,364.7805596114861,364.8013539085963,364.8312814254566
364.86916099558545,364.87104731090744,364.87385451673583,364.8780250980276,364.88420570945993,364.89333154989566,364.90673450083,364.92626939473865,364.9544372079483
364.9975820865379,364.99933798900565,365.0019516791506,365.00583599932656,365.01159508770616,365.02010437022193,365.0326141857155,365.05087307824647,365.0772528552443
365.12737478291285,365.1290030194379,365.1314271946136,365.1350310072389,365.1403766886706,365.14828052538314,365.1599117170732,365.17691212984954,365.2015221920725
365.26060782408484,365.26211214919925,365.26435230690237,365.26768358083143,365.2726272382577,365.2799415228586,365.2907155254843,365.3064848282734,365.3293571183171
365.39237453253133,365.39376091224074,365.3958258476106,365.3988974672661,365.40345779661493,365.41020927765504,365.4201635888247,365.4347527692834,365.45595359755555
377.2747577120352,377.2793549344784,377.2862197118236,377.2964699308866,377.3117738552925,377.334620126216,377.3687188568493,377.419595368317,377.49546327530214
381.32525292675916,381.3294549548934,381.33572880819673,381.3450948810412,381.3590746873155,381.379935079776,381.41104888735566,381.45742354449476,381.5264653788244
384.4278332137771,384.4317073834032,384.43749125697525,384.44612480053235,384.45900887403775,384.47822892612265,384.5068841240629,384.54956697704523,384.6130499764184
387.076909876751,387.08050661060145,387.08587601134093,387.0938902490346,387.10584871702116,387.12368485020335,387.1502697466621,387.1898530699673,387.24869068571275
389.4286028324495,389.4319611251479,389.43697440055047,389.4444567212704,389.45562065738653,389.4722698936978,389.49708160862707,389.534015691374,389.58889545438893
391.5597804337427,391.56293120954604,391.56763460448855,391.5746542100039,391.5851272722627,391.60074511299115,391.6240174375586,391.658654938396,391.7101114055445
393.5160342984052,393.5190025814024,393.5234335010868,393.53004632841873,393.53991222233856,393.5546240491421,393.5765450616904,393.6091686970101,393.65762810397956
395.32744484742625,395.3302512260486,395.33444043506364,395.34069246745435,395.35001995135724,395.36392863899084,395.38465238944707,395.4154931140804,395.46130224839084
397.0152937372626,397.01795538782886,397.02192854547667,397.02785812042237,397.03670448641157,397.0498956784643,397.0695502429153,397.098799682436,397.142245387271
398.595402227901,398.59793365101655,398.60171241499063,398.6073518812995,398.61576544972326,398.6283113284843,398.6470045401041,398.6748237793704,398.7161466058575
400.0799760346587,400.0823895980911,400.08599243755566,400.0913693748515,400.09939132727015,400.1113533774811,400.12917701334186,400.1557029832974,400.1951070326963
401.4787062497359,401.4810125970188,401.48445540424177,401.48959353955394,401.49725929467627,401.50869037423456,401.52572328325226,401.55107351186507,401.58873370894105
402.7994660949512,402.8016744584803,402.8049710172833,402.8098909265757,402.81723119225586,402.82817711292444,402.84448759799074,402.86876381548905,402.9048313980641
404.048772901137,404.0508913458538,404.0540536960674,404.05877334971177,404.0658149402175,404.07631569403065,404.091963356575,404.1152542788174,404.1498610168832
405.232106244502,405.23414186017334,405.23718058511884,405.24171577795437,405.24848225784393,405.2585729822627,405.27361017149525,405.2959936813976,405.3292551713985
406.35413402563825,406.3560930804339,406.3590175364773,406.36338223107236,406.3698944288036,406.3796061758935,406.3940791421769,406.41562402217295,406.44764229506325
407.41887745156254,407.4207655160617,407.42358401792524,407.42779062158434,407.4340670437747,407.44342740011575,407.4573772234252,407.47814454763966,407.5090101591254
